topic,input,reference_summary
business,"Deadline nears for Fiat-GM deal

Fiat and General Motors (GM) have until midnight on 1 February to settle a disagreement over a potential takeover.

The deadline marks the point at which Fiat will gain the right to sell its car division to GM, part of an alliance agreed in 2000. GM, whose own European operations are losing money, no longer wants to own the unprofitable Fiat unit. Reports of deadlocked talks sent Fiat shares down 1.2% on Tuesday, after Monday's 4% gain on hopes of a payoff. The US firm is thought to be offering about $2bn (£1.06bn) to extricate itself from the arrangement. It has argued the deal was voided by Fiat's decision to sell off Fiat's finance arm and halve GM's stake via a capital-raising effort.

The 2000 deal resulted from a race between GM and DaimlerChrysler to ally with Fiat. The German firm wanted to buy Fiat outright. But Gianni Agnelli, the godfather of the group, wanted to keep control, and preferred GM's offer to buy a 20% stake and give Fiat the right to sell in the future, known as a ""put option"". Since then, however, Fiat cars have lost market share and the firm has piled up losses, while a plan to raise new money in 2003 cut GM's stake in half to 10%. For its part, GM's European units Opel and Saab have both had trouble, with Opel management threatening to cut 12,000 jobs. ""The last thing they need is additional production capacity in Europe,"" said Patrick Juchemich, auto analyst at Sal Oppenheim Bank.",Fiat and General Motors (GM) have until midnight on 1 February to settle a disagreement over a potential takeover. Deadline nears for Fiat-GM deal
business,"ID theft surge hits US consumers

Almost a quarter of a million US consumers complained of being targeted for identity theft in 2004, official figures suggest.

The Federal Trade Commission said two in five of the 635,173 reports it had from consumers concerned ID fraud. ID theft occurs when criminals use someone else's personal information to steal credit or commit other crimes. Internet auctions were the second biggest source of fraud complaints, comprising 16% of the total. The total cost of fraud reported by consumers was $546m (£290m).

The report marks the fifth year in a row in which identity fraud has topped the table. The biggest slice of the 246,570 ID fraud cases reported - almost 30% - concerned abuses of people's credit. Misusing someone's identity to claim new credit cards or loans comprised 16.5% of the total, with almost 12% coming from false claims on existing credit. Another 18% came from attempts to rip off people's bank accounts, while 13% of cases concerned attempts to defraud employers by abusing someone else's identity. Outside the field of ID theft, 53% of the near-400,000 complaints were internet-related. Among the 100,000 internet auction complaints, the failure of sellers to deliver or the supply of sub-standard goods were the most common woes reported. Catalogue and home-shopping frauds were next in line, accounting for 8% of total complaints, while concerns about internet services and computers - including spyware found on people's PCs and undisclosed charges for websites - amounted to 6% of complaints.","The Federal Trade Commission said two in five of the 635,173 reports it had from consumers concerned ID fraud. ID theft occurs when criminals use someone else's personal information to steal credit or commit other crimes. Internet auctions were the second biggest source of fraud complaints, comprising 16% of the total. The total cost of fraud reported by consumers was $546m (£290m). Almost a quarter of a million US consumers complained of being targeted for identity theft in 2004, official figures suggest. ID theft surge hits US consumers"
business,"Argentina, Venezuela in oil deal

Argentina and Venezuela have extended a food-for-oil deal, which helped the former to overcome a severe energy crisis last year.

Argentine President Nestor Kirchner and Venezuelan President Hugo Chavez signed the deal in Buenos Aires on Tuesday. Last April, Argentina signed a $240m agreement to import Venezuelan fuel in exchange for agricultural goods and this deal has now been extended. Venezuela will now import cattle, medicines and medical equipment. Last year, Argentina's severe energy crisis forced President Kirchner to suspend gas exports to Chile. Argentina fears that rising demand could spark another crisis and wants to prevent it by signing this deal. The two countries also formalised a co-operation deal between Venezuelan energy firm PDVSA and Argentina's Enarsa. Under this deal, the Argentine market will be opened to Venezuelan investment. President Chavez added that Brazil's Petrobras could join soon the co-operation deal. President Chavez is an ardent promoter of the concept of a South American oil company, which could include the state-owned companies of Venezuela, Argentina, Brazil and Bolivia. The two presidents also agreed to create 'Television Sur', a Latin American network of state-owned television channels.","Argentina and Venezuela have extended a food-for-oil deal, which helped the former to overcome a severe energy crisis last year. Argentina, Venezuela in oil deal"
business,"BMW to recall faulty diesel cars

BMW is to recall all cars equipped with a faulty diesel fuel-injection pump supplied by parts maker Robert Bosch.

The faulty part does not represent a safety risk and the recall only affects pumps made in December and January. BMW said that it was too early to say how many cars were affected or how much the recall would cost. The German company is to extend a planned production break at one of its plants due to the faulty Bosch part. The Dingolfing site will now be closed all next week instead of for just two days. The additional three-day stoppage will mean a production loss of up to 3,600 vehicles, BMW said, adding that it was confident it could make up the numbers later.

Bosch has stopped production of the part but expects to restart by 2 February. The faulty component does not represent a safety risk but causes the motor to stall after a significant amount of mileage. When asked if BMW would be seeking compensation from Bosch, the carmaker's chief executive Helmut Panke said: ""we will first solve the problem before talking about who will pay"". Audi and Mercedes Benz were also supplied with the defective diesel fuel-injection pumps but neither of them have to recall any vehicles. A spokesman for DaimlerChrysler, parent company of Mercedes Benz, said it will however have to halt some production. It is to close the Mercedes factory in Sindelfingen on Monday and Tuesday. Audi said it had been hit by production bottlenecks, due to a shortage of unaffected Bosch parts.",BMW is to recall all cars equipped with a faulty diesel fuel-injection pump supplied by parts maker Robert Bosch. BMW to recall faulty diesel cars
business,"Takeover rumour lifts Exel shares

Shares in storage and delivery firm Exel closed up 9% at a two-and-a-half year high on Tuesday on speculation it is to receive an imminent takeover bid.

The talk in the City is that US giant United Parcel Services (UPS) is the most likely bidder for the firm. Yet other names mentioned in connection to buying Exel are DHL-owner Deutsche Post and finance firm GE Capital. With its shares closing Tuesday at 873p, Bracknell-based Exel is currently valued at £2.6bn ($6.3bn).

Exel employs 109,000 people in more than 120 countries and has itself been active in the consolidation of the logistics sector, paying £328m to buy fellow UK firm Tibbett & Britten last August. Its customers include Boots, Burberry, Mothercare and consumer products giant Procter & Gamble. Andrew Beh, of brokers ING, said UPS and Deutsche Post were the most likely bidders and an offer of 950p a share would be fair if a bidding battle did not break out. ""It's a great strategic fit for both companies,"" he said. ""Both are interested in expanding in logistics and you can make a decent case for cost synergies which could justify the premium and that's before you make any argument about revenue synergies.""","The talk in the City is that US giant United Parcel Services (UPS) is the most likely bidder for the firm. Yet other names mentioned in connection to buying Exel are DHL-owner Deutsche Post and finance firm GE Capital. With its shares closing Tuesday at 873p, Bracknell-based Exel is currently valued at £2.6bn ($6.3bn). Shares in storage and delivery firm Exel closed up 9% at a two-and-a-half year high on Tuesday on speculation it is to receive an imminent takeover bid. Takeover rumour lifts Exel shares"
business,"Yukos accused of lying to court

Russian oil firm Yukos lied to a US court in an attempt to stop the Russian government selling off its key production unit, the court has heard.

The unit, Yugansk, was sold to pay off a $27.5bn (£14.5bn) back tax bill. Yukos argued that since it had a US subsidiary and local bank accounts, the US court could declare it bankrupt and stop the auction of Yugansk. But Deutsche Bank - itself a target of a Yukos lawsuit - said documents had been backdated to strengthen the case.

Deutsche Bank's evidence came on the first day of a two-day hearing in Houston. Its lawyer, Hugh Ray, told the court that Yukos had claimed it had transferred $27m into two Texas bank accounts opened by its new US subsidiary. By doing so, he said, the firm had intended to reinforce its US presence - and thus its chances of getting its case heard in US courts. But he said that the papers documenting the transaction were not drawn up till weeks after Yukos made its bankruptcy application on 14 December, and then backdated.

Yukos chief financial officer Bruce Misamore, who had moved to the US in early December to set up Yukos USA, acknowledged the point. He said the discrepancy was only in the paperwork, but that money had indeed been transferred on 14 December. Even so, he told the court that only $480,000 had been in the accounts that day, with the rest arriving a day later.

Deutsche Bank is involved in the case because it is itself being sued by Yukos. It had agreed to loan to an arm of Russian state gas firm Gazprom the money to bid for Yuganskneftegaz, as the Yukos unit is formally known. The sale went ahead, despite an order from the US bankruptcy court ordered that it should be stopped. In the end, the auction was won by an unknown shell company for $9.4bn - much less than most assessments of its value - before ending up in the hands of state-controlled oil firm Rosneft. Rosneft, meanwhile, has agreed to merge with Gazprom, bringing a large chunk of Russia's very profitable oil business back under state control.

Yukos maintains that it filed for bankruptcy in the US because it feared it would not be able to do so in Russia. It also said that in the event of going bust, it could offer the chance of restructuring. ""It gives us a kind of life after death alternative,"" said Yukos chief executive Steven Theede. Yukos is currently suing four companies - Gazprom, its unit Gazpromneft, Rosneft and the shell company which won the bidding - for their part in Yugansk's disposal. It has also threatened to sue the Russian government for $28bn. Analysts have questioned whether a US court has any jurisdiction over Russian companies, while Moscow officials have dismissed Yukos' legal wrangling as meaningless. Yukos claims that the rights of its shareholders have been ignored and that is has been punished for the political ambitions of its founder Mikhail Khodorkovsky. Mr Khodorkovsky, once Russia's richest man, is in prison, having been charged with fraud and tax evasion and repeatedly denied bail.","The unit, Yugansk, was sold to pay off a $27.5bn (£14.5bn) back tax bill. Yukos argued that since it had a US subsidiary and local bank accounts, the US court could declare it bankrupt and stop the auction of Yugansk. But Deutsche Bank - itself a target of a Yukos lawsuit - said documents had been backdated to strengthen the case. Russian oil firm Yukos lied to a US court in an attempt to stop the Russian government selling off its key production unit, the court has heard. Yukos accused of lying to court"
business,"Mexican in US send $16bn home

Mexican labourers living in the US sent a record $16.6bn (£8.82bn) home last year.

The Bank of Mexico said that remittances grew 24% last year and now represent the country's second-biggest source of income after oil. Better records and greater prosperity of Mexican expatriates in the US are the main reasons behind the increase. About 10 million Mexicans live in the US, where there are 16 million citizens of Mexican origin. Remittances now represent more than 2% of the country's GDP, according to the Bank of Mexico's figures. Last year, there were 50.9 million transactions, with an average value of $327 per remittance, the bank said. According to Standard & Poor's, which has recently upgraded Mexico's sovereign debt rating, the rise in remittances helps protect the Mexican economy against a potential fall in the international oil prices.

The growth in remittances has sparked fierce competition between banks. Bank of America announced last week that it planned to eliminate transfer fees for some customers. Remittance charges are estimated to have dropped by between 50 and 60%, reports from the US Treasury and the Inter-American Development Bank have said. The Inter-American Development Bank estimates that remittances to Latin America and the Caribbean reached $45bn in 2004.","The growth in remittances has sparked fierce competition between banks. Bank of America announced last week that it planned to eliminate transfer fees for some customers. Remittance charges are estimated to have dropped by between 50 and 60%, reports from the US Treasury and the Inter-American Development Bank have said. The Inter-American Development Bank estimates that remittances to Latin America and the Caribbean reached $45bn in 2004. Mexican labourers living in the US sent a record $16.6bn (£8.82bn) home last year. Mexican in US send $16bn home"
business,"Home loan approvals rising again

The number of mortgages approved in the UK has risen for the first time since May last year, according to lending figures from the Bank of England.

New loans in December rose to 83,000, slightly higher than November's nine-year low of 77,000. Mortgage lending rose by £7.1bn in December, up from a £6.4bn rise in November. The figures contradict a survey from the British Bankers' Association, which said approvals were at a five-year low.

Analysts say the figures show the market may be stabilising but still point to further house price softness. ""The modest rise in mortgage approvals and lending in December reinforces the impression that the housing market is currently slowing steadily rather than sharply,"" said Global Insight analyst Howard Archer, commenting on the BoE's figures. The BBA believes that the property market is continuing to cool down. Changes to mortgage regulation may have artificially depressed figures in November, thus flattering the December figures, analysts said. In October last year, new rules came into force, which meant some lenders were forced to withdraw mortgage products temporarily in November and defer some lending until they had made sure they had complied with the rules properly. Separately, the Bank of England said that consumer credit rose by £1.5bn in December, more than the £1.4bn expected and above the £1.4bn reported in the previous month.","New loans in December rose to 83,000, slightly higher than November's nine-year low of 77,000. Mortgage lending rose by £7.1bn in December, up from a £6.4bn rise in November. The figures contradict a survey from the British Bankers' Association, which said approvals were at a five-year low. The number of mortgages approved in the UK has risen for the first time since May last year, according to lending figures from the Bank of England. Home loan approvals rising again"
business,"Manufacturing recovery 'slowing'

UK manufacturing grew at its slowest pace in one-and-a-half years in January, according to a survey.

The Chartered Institute of Purchasing and Supply (CIPS) said its purchasing manager index (PMI) fell to 51.8 from a revised 53.3 in December. But, despite missing forecasts of 53.7, the PMI number remained above 50 - indicating expansion in the sector. The CIPS said that the strong pound had dented exports while rising oil and metals prices had kept costs high.

The survey added that rising input prices and cooling demand had deterred factory managers from hiring new workers in an effort to cut costs. That triggered the second successive monthly fall in the CIPS employment index to 48.3 - its lowest level since June 2003. The survey is more upbeat than official figures - which suggest that manufacturing is in recession - but analysts said the survey did suggest that the manufacturing recovery was running out of steam. ""It appears that the UK is in a two-tier economy again,"" said Prebon Yamane economist Lena Komileva. ""You have weakness in manufacturing, which I think would concern policymakers at the Bank of England.""","The Chartered Institute of Purchasing and Supply (CIPS) said its purchasing manager index (PMI) fell to 51.8 from a revised 53.3 in December. But, despite missing forecasts of 53.7, the PMI number remained above 50 - indicating expansion in the sector. The CIPS said that the strong pound had dented exports while rising oil and metals prices had kept costs high. UK manufacturing grew at its slowest pace in one-and-a-half years in January, according to a survey. Manufacturing recovery 'slowing'"
business,"Worldcom boss 'left books alone'

Former Worldcom boss Bernie Ebbers, who is accused of overseeing an $11bn (£5.8bn) fraud, never made accounting decisions, a witness has told jurors.

David Myers made the comments under questioning by defence lawyers who have been arguing that Mr Ebbers was not responsible for Worldcom's problems. The phone company collapsed in 2002 and prosecutors claim that losses were hidden to protect the firm's shares. Mr Myers has already pleaded guilty to fraud and is assisting prosecutors.

On Monday, defence lawyer Reid Weingarten tried to distance his client from the allegations. During cross examination, he asked Mr Myers if he ever knew Mr Ebbers ""make an accounting decision?"". ""Not that I am aware of,"" Mr Myers replied. ""Did you ever know Mr Ebbers to make an accounting entry into Worldcom books?"" Mr Weingarten pressed. ""No,"" replied the witness. Mr Myers has admitted that he ordered false accounting entries at the request of former Worldcom chief financial officer Scott Sullivan. Defence lawyers have been trying to paint Mr Sullivan, who has admitted fraud and will testify later in the trial, as the mastermind behind Worldcom's accounting house of cards.

Mr Ebbers' team, meanwhile, are looking to portray him as an affable boss, who by his own admission is more PE graduate than economist. Whatever his abilities, Mr Ebbers transformed Worldcom from a relative unknown into a $160bn telecoms giant and investor darling of the late 1990s. Worldcom's problems mounted, however, as competition increased and the telecoms boom petered out. When the firm finally collapsed, shareholders lost about $180bn and 20,000 workers lost their jobs. Mr Ebbers' trial is expected to last two months and if found guilty the former CEO faces a substantial jail sentence. He has firmly declared his innocence.","David Myers made the comments under questioning by defence lawyers who have been arguing that Mr Ebbers was not responsible for Worldcom's problems. The phone company collapsed in 2002 and prosecutors claim that losses were hidden to protect the firm's shares. Mr Myers has already pleaded guilty to fraud and is assisting prosecutors. Former Worldcom boss Bernie Ebbers, who is accused of overseeing an $11bn (£5.8bn) fraud, never made accounting decisions, a witness has told jurors. Worldcom boss 'left books alone'"
business,"Metlife buys up Citigroup insurer

US banking giant Citigroup has sold its Travelers Life & Annuity insurance arm to Metlife for $11.5bn (£6.1bn).

The sale is a further move by Citigroup away from its 1990s strategy of offering every financial service - insurance, broking and banking. Profit growth in the insurance market has not matched expansion at Citigroup's other businesses. For Metlife, the US's leading insurance company, the purchase gives it access to a much larger distribution network.

Robert Benmosche, Metlife's chairman and chief executive, said that it was a ""great opportunity for the brand of Metlife to be distributed through Citigroup"". Under the agreement, Metlife will be able to sell its products through Citigroup over the next 10 years. The deal includes Smith Barney retail brokerages and Citibank branches. The company will pay between $1bn and $3bn in Metlife stock with the rest being made up of cash. Travelers had sales of $5.2bn in 2004 and made a profit of $901m. It has total net assets of $96bn. ""This deal employs some of Metlife's excess capital in a potentially higher-return business and gives it more distribution,"" said Stuart Quint, an analyst at Gartmore.","The sale is a further move by Citigroup away from its 1990s strategy of offering every financial service - insurance, broking and banking. Profit growth in the insurance market has not matched expansion at Citigroup's other businesses. For Metlife, the US's leading insurance company, the purchase gives it access to a much larger distribution network. US banking giant Citigroup has sold its Travelers Life & Annuity insurance arm to Metlife for $11.5bn (£6.1bn). Metlife buys up Citigroup insurer"
business,"Europe blames US over weak dollar

European leaders have openly blamed the US for the sharp rise in the value of the euro.

US officials were talking up the dollar, they said, but failing to take action to back up their words. Meeting in Brussels, finance ministers of the 12 eurozone countries voiced their concern that the rise of the european currency was harming exports. The dollar is within touching distance of an all-time low reached earlier in November. At 0619 GMT on Tuesday, the dollar was up slightly at just above $1.29 to the euro, and buying 105.6 yen in Tokyo. It rallied briefly on Monday amid signs that oil prices are easing.

But analysts said the respite was likely to be only temporary. The European ministers' comments, said Junya Tanase of JPMorgan Chase bank in Tokyo, were ""generally too weak to produce a market reaction"".

Still, by the standards of diplomacy the European ministers were forthright. Nicolas Sarkozy of France said he and his colleagues were unanimous in their worry that the decline of the dollar would hit Europe's economies by eating into their exports. ""We are concerned about these developments, which are destabilising, and which are linked to the accumulation of deficits by our American friends,"" he said. The comments come a day after US Treasury Secretary John Snow said a strong dollar was ""in America's interest"".

But that was not enough for Mr Sarkozy.

""If the Americans were to change their policy, it's up to them to say so,"" he said. And the European Union's monetary affairs commissioner, made it clear that action was necessary. ""I fully welcome the words of Mr Snow,"" said Joaquin Almunia, ""but we will need to see decisions adopted in that direction. ""If the imbalances in the US economy are not adjusted in the future, the decision in the market will be as in the past weeks."" Economists point out that whatever Europe says, in the short term a weaker dollar is a boon to President George W Bush's administration. Not only does it boost US exports, but it also makes the budget deficit easier to fund. On the other hand, slower European exports would mean slower EU growth - potentially reducing the demand for US goods.","Still, by the standards of diplomacy the European ministers were forthright. Nicolas Sarkozy of France said he and his colleagues were unanimous in their worry that the decline of the dollar would hit Europe's economies by eating into their exports. ""We are concerned about these developments, which are destabilising, and which are linked to the accumulation of deficits by our American friends,"" he said. The comments come a day after US Treasury Secretary John Snow said a strong dollar was ""in America's interest"". European leaders have openly blamed the US for the sharp rise in the value of the euro."
business,"French wine gets 70m euro top-up

The French government is to hand its struggling wine industry 70m euros ($91m) in aid to help it battle falling sales and damaging overproduction.

The financial package is aimed at assisting vintners in financial trouble and improving how its wine is marketed. The French wine industry, the world's second largest, has been hit by declining consumption at home and the growing popularity of New World wines. Wine makers, however, claimed the support did not go far enough. The package was announced by agriculture minister Dominique Bussereau after talks with vintners' representatives.

The bulk of the money - about 40m euros - will be offered in the form of preferential loans to heavily indebted producers to enable them to reschedule their payments. A further 15m euros will be made available to wine cooperatives, which make up the majority of French producers, in low interest loans. Efforts to promote French wine abroad are to be boosted by an extra 3.5m euros in funding. France fell behind the 'New World' producers of Australia, Chile and the United States for the first time in 2003 in terms of exports.

Domestic consumption, accounting for 70% of sales, has suffered from strict restrictions on advertising and tough drink-driving laws.

The aid package would ""create a positive climate around French viticulture,"" Mr Bussereau said. However, wine makers and farmers said the support was much less than they had been hoping for. ""I am afraid the resources are not up to the ambitions,"" Jean-Michel Lemetayer, from the FNSEA agricultural union, told the Associated Press news agency. In an effort to tackle overcapacity, the government will agree that vines can be destroyed in areas where growers give their unanimous consent, while 500 vintners will be helped to take early retirement. The government will also seek European Union approval to distil about 250 million litres of excess wine into alcohol, with vintners receiving compensation. Production is currently outstripping demand by about 30%. The support is designed to make French producers more competitive in the face of increasing global consolidation across the wine industry. Wine makers in France's best-known regions, such as Burgundy, have found it hard to invest in new technology and to create recognisable brands to appeal to overseas buyers.","The bulk of the money - about 40m euros - will be offered in the form of preferential loans to heavily indebted producers to enable them to reschedule their payments. A further 15m euros will be made available to wine cooperatives, which make up the majority of French producers, in low interest loans. Efforts to promote French wine abroad are to be boosted by an extra 3.5m euros in funding. France fell behind the 'New World' producers of Australia, Chile and the United States for the first time in 2003 in terms of exports. French wine gets 70m euro top-up"
business,"Russia gets investment blessing

Soaring oil sales and a budget surplus mean Russian debt is no longer a risky investment, one of the world's leading credit rating agencies says.

Standard & Poor's has classed Russian bonds as ""investment grade"", up from their former ""speculative"" rating. Russia's reputation among investors has been hurt in recent months by the heavy tax bills and asset seizures imposed on companies such as oil giant Yukos. S&P said the solidity of government finances outweighed the risk. Russia is now a net creditor rather than a debtor. Gold and foreign currency reserves of $119bn beat its foreign public debt of some $113bn.

The other two major ratings agencies - Fitch and Moody's have long since upped their rating of Russia's sovereign debt. S&P had held back through fear that the government was dragging its feet on economic and legal reforms. Now, though, it has finally followed suit. But the agency made it clear that the improved rating did not mean that the risks were a thing of the past. Instead, with Russian government coffers brimming with tax revenues from energy sales, S&P said the government's own debt is looking a good bet. ""These improvements are so significant that they now outweight the serious and growing political risk that continues to be a key ratings constraint on Russia,"" wrote S&P credit analyst Helena Hessel.

The Yukos saga is the most high-profile of the political risks to which Ms Hessel alludes. The company's founder and ex-chief executive, Mikhail Khodorkovsky, is in jail on trial for tax evasion and fraud. Many believe the real motive for his prosecution is that he threatened to use his wealth to set up a political alternative to President Vladimir Putin. His company, meanwhile, is widely believed to have fallen victim to the Kremlin's wish to get Russian energy resources as far as possible back under state control.","Standard & Poor's has classed Russian bonds as ""investment grade"", up from their former ""speculative"" rating. Russia's reputation among investors has been hurt in recent months by the heavy tax bills and asset seizures imposed on companies such as oil giant Yukos. S&P said the solidity of government finances outweighed the risk. Russia is now a net creditor rather than a debtor. Gold and foreign currency reserves of $119bn beat its foreign public debt of some $113bn. Russia gets investment blessing"
business,"Iranian MPs threaten mobile deal

Turkey's biggest private mobile firm could bail out of a $3bn ($1.6bn) deal to build a network in Iran after MPs there slashed its stake in the project.

Conservatives in parliament say Turkcell's stake in Irancell, the new network, should be cut from 70% to 49%. They have already given themselves a veto over all foreign investment deals, following allegations about Turkish firms' involvement in Israel. Turkcell now says it may give up on the deal altogether.

Iran currently has only one heavily congested mobile network, with long waiting lists for new subscribers. Turkcell signed a contract for the new network in September. The new operator planned to offer subscriptions for about $180, well below the existing firm's $500 price tag. But a parliamentary commission has now ruled that Turkcell's 70% controlling stake is too high. They say that Turkcell is a security risk because of alleged business ties with Israel. Parliament as a whole - dominated by religious conservatives - will vote on the ruling on Tuesday.

Turkcell said the ruling would ""make more difficult... Turkcell's financial consolidation of Irancell"" because its stake would be reduced to less than 50%. ""If management control and financial consolidation of Irancell cannot be achieved... the realisation of the project will become risky,"" it warned in a statement. The firm has refused to comment on whether it has business dealings in Israel, although like almost all GSM operators worldwide it has an interconnection deal with Israeli networks so that its customers can use their phones there. The two countries strengthened ties in both defence and economic issues in 2004. Israeli industry minister Ehud Olmert was reported in June to have attended a meeting between Ruhi Dogusoy, Turkcell's chief operating officer, and executives from Israeli telecoms firms. Telecoms is one of two areas specifically targeted by the new veto law on foreign investments, passed earlier in September. The other is airports, a source of controversy after the army closed Tehran's new Imam Khomeini International Airport on its opening day in May 2004. Again, the allegation was that the part-Turkish TAV consortium which built and ran it had links with Israel.","Iran currently has only one heavily congested mobile network, with long waiting lists for new subscribers. Turkcell signed a contract for the new network in September. The new operator planned to offer subscriptions for about $180, well below the existing firm's $500 price tag. But a parliamentary commission has now ruled that Turkcell's 70% controlling stake is too high. They say that Turkcell is a security risk because of alleged business ties with Israel. Parliament as a whole - dominated by religious conservatives - will vote on the ruling on Tuesday. Iranian MPs threaten mobile deal"
business,"Argentina closes $102.6bn debt swap

Argentina is set to close its $102.6bn (£53.51bn) debt restructuring offer for bondholders later on Friday, with the government hopeful that most creditors will accept the deal.

The estimated loss to bondholders is up to 70% of the original value of the bonds, yet the majority are expected to accept the government's offer. Argentina defaulted on its debt three years ago, the biggest sovereign default in modern history. Yesterday Argentina's economy minister, Roberto Lavagna, said that he estimated that the results of the restructuring would be ready around next Thursday (3 March). Argentina's President, Nestor Kirchner, said on Friday: ""A year ago when we started the swap (negotiations), they told us we were crazy, that we were irrational."" But he added that his government was close to achieving: ""The best debt renegotiation in history."" The country has been in default on the $102.6bn - based on an original debt of $81.8bn plus interest - for the past three years. If the offer does not go ahead, international lawsuits on behalf of aggrieved investors could follow but analysts are optimistic that it will go through, despite the tough terms for bondholders. About 70% to 80% of bondholders are expected to accept the terms of the offer. By 18 February, creditors holding $41bn - or 40% of the total debt - had accepted the offer. Sorting out its debt would enhance the country's credibility on international markets and enable it to attract more foreign investment. Of Argentina's bondholders, 38.4% reside in Argentina, 15.6% in Italy, 10.3% in Switzerland, 9.1% in the United States, 5.1% in Germany and 3.1% in Japan. Investors in the UK, Holland and Luxembourg have about 1% each and the remainder were not broken down by country. The deal is likely to be taken up most enthusiastically by domestic investors, who will benefit if Argentina's economy becomes more stable.","Argentina is set to close its $102.6bn (£53.51bn) debt restructuring offer for bondholders later on Friday, with the government hopeful that most creditors will accept the deal. Argentina closes $102.6bn debt swap"
business,"US economy shows solid GDP growth

The US economy has grown more than expected, expanding at an annual rate of 3.8% in the last quarter of 2004.

The gross domestic product figure was ahead of the 3.1% the government estimated a month ago. The rise reflects stronger spending by businesses on capital equipment and a smaller-than-expected trade deficit. GDP is a measure of a country's economic health, reflecting the value of the goods and services it produces.

The new GDP figure, announced by the Commerce Department on Friday, also topped the 3.5% growth rate that economists had forecast ahead of Friday's announcement. Growth was at an annual rate of 4% in the third quarter of 2004 and for the year it came in at 4.4%, the best figure in five years. However, the positive economic climate may lead to a rise in interest rates, with many expecting US rates to rise on 22 March. In the January-to-March quarter, the economy is expected to grow at an annual rate of about 4%, economists forecast. In the final quarter of 2004, businesses increased spending on capital equipment and software by 18%, up from 17.5% in the third quarter. Consumer spending grew 4.2% in the final quarter, down from the third quarter's 5.1%.","The gross domestic product figure was ahead of the 3.1% the government estimated a month ago. The rise reflects stronger spending by businesses on capital equipment and a smaller-than-expected trade deficit. GDP is a measure of a country's economic health, reflecting the value of the goods and services it produces. The US economy has grown more than expected, expanding at an annual rate of 3.8% in the last quarter of 2004. US economy shows solid GDP growth"
business,"Profits slide at India's Dr Reddy

Profits at Indian drugmaker Dr Reddy's fell 93% as research costs rose and sales flagged.

The firm said its profits were 40m rupees ($915,000; £486,000) for the three months to December on sales which fell 8% to 4.7bn rupees. Dr Reddy's has built its reputation on producing generic versions of big-name pharmaceutical products. But competition has intensified and the firm and the company is short on new product launches. The most recent was the annoucement in December 2000 that it had won exclusive marketing rights for a generic version of the famous anti-depressant Prozac from its maker, Eli Lilly. It also lost a key court case in March 2004, banning it from selling a version of Pfizer's popular hypertension drug Norvasc in the US. Research and development of new drugs is continuing apace, with R&D spending rising 37% to 705m rupees - a key cause of the decrease in profits alongside the fall in sales. Patents on a number of well-known products are due to run out in the near future, representing an opportunity for Dr Reddy, whose shares are listed in New York, and other Indian generics manufacturers.

Sales in Dr Reddy's generics business fell 8.6% to 966m rupees. Another staple of the the firm's business, the sale of ingredients for drugs, also performed poorly. Sales were down more than 25% from the previous year to 1.4bn rupees in the face of strong competition both at home, and in the US and Europe. Dr Reddy's Indian competitors are gathering strength although they too face heavy competitive pressures.","Sales in Dr Reddy's generics business fell 8.6% to 966m rupees. Another staple of the the firm's business, the sale of ingredients for drugs, also performed poorly. Sales were down more than 25% from the previous year to 1.4bn rupees in the face of strong competition both at home, and in the US and Europe. Dr Reddy's Indian competitors are gathering strength although they too face heavy competitive pressures. Profits at Indian drugmaker Dr Reddy's fell 93% as research costs rose and sales flagged. Profits slide at India's Dr Reddy"
business,"Burren awarded Egyptian contracts

British energy firm Burren Energy has been awarded two potentially lucrative oil exploration contracts in Egypt.

The company successfully bid for the two contracts, granted by government owned oil firms, covering onshore and offshore areas in the Gulf of Suez. Burren Energy already has a presence in Egypt, having been awarded an exploration contract last year. The firm, which floated in 2003, recently announced a deal to buy 26% of Indian firm Hindustan Oil Exploration. The £13.8m deal gives Burren Energy access to the Indian oil and gas industry. This latest contract expands Burren Energy's global exploration and production portfolio - it also holds contracts in Turkmenistan and the Republic of Congo. ""These assets significantly increase our exploration portfolio in Egypt and we continue to investigate further opportunities in this region,"" said chief executive Finian O'Sullivan.",British energy firm Burren Energy has been awarded two potentially lucrative oil exploration contracts in Egypt. Burren awarded Egyptian contracts
