CreditScore,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited,Geography_France,Geography_Germany,Geography_Spain
518,0,41,5,110624.99,1,1,0,89327.67,0,0,1,0
671,0,31,7,41299.03,1,0,1,102681.32,0,1,0,0
515,1,37,2,90432.92,1,1,1,188366.04,1,0,1,0
741,0,36,0,127675.39,2,1,0,74260.16,0,0,1,0
571,1,38,1,121405.04,1,1,1,154844.22,0,1,0,0
614,1,43,8,140733.74,1,1,1,166588.76,0,0,1,0
507,1,31,9,111589.67,1,1,0,150037.19,0,0,1,0
529,1,22,5,0.0,1,1,0,151169.83,0,1,0,0
773,1,37,2,103195.2,2,1,0,178268.36,0,0,0,1
771,0,56,2,0.0,1,1,1,25222.6,1,0,0,1
601,1,44,3,0.0,2,1,0,30607.11,0,1,0,0
569,1,43,7,0.0,2,1,0,52534.81,0,1,0,0
627,1,24,5,102773.2,2,1,0,56793.02,1,0,1,0
651,1,41,1,90218.11,1,1,0,174337.68,0,0,1,0
577,0,44,8,115557.0,1,0,1,127506.76,0,0,0,1
668,1,32,1,134446.04,1,0,1,111241.37,0,0,0,1
698,1,38,2,130015.24,1,1,1,41595.3,0,1,0,0
709,0,35,1,111827.27,2,1,0,12674.68,0,0,0,1
773,1,47,2,118079.47,4,1,1,143007.49,1,0,1,0
584,0,48,2,213146.2,1,1,0,75161.25,1,0,0,1
542,1,34,8,101116.06,1,1,0,196395.05,0,1,0,0
614,1,50,4,137104.47,1,1,0,127166.49,1,1,0,0
629,0,49,4,0.0,2,1,1,196335.48,0,1,0,0
698,1,27,7,0.0,2,1,0,111471.55,0,1,0,0
418,1,35,7,0.0,2,1,1,88878.15,0,1,0,0
646,1,31,2,0.0,1,1,1,170821.43,1,0,0,1
670,1,37,2,0.0,2,1,1,54229.74,0,1,0,0
739,1,38,0,128366.44,1,1,0,12796.43,0,0,0,1
774,0,41,5,126670.37,1,1,0,102426.06,0,1,0,0
672,0,45,9,0.0,1,1,1,92027.69,1,1,0,0
778,0,34,7,109564.1,1,0,1,113046.81,0,1,0,0
783,0,58,3,127539.3,1,1,1,96590.39,1,0,1,0
623,1,45,0,0.0,1,1,0,196533.72,1,1,0,0
538,0,32,2,0.0,1,1,1,80130.54,0,1,0,0
573,1,35,9,0.0,2,1,0,11743.89,0,1,0,0
528,0,62,7,133201.17,1,0,0,168507.68,1,0,1,0
615,1,59,8,0.0,2,1,1,165576.55,0,1,0,0
697,1,43,10,128226.37,1,0,0,188486.94,0,0,0,1
602,1,38,7,111835.94,2,1,0,124389.61,0,1,0,0
520,1,38,5,0.0,2,1,0,163185.76,0,1,0,0
569,1,34,0,151839.26,1,1,0,102299.81,1,0,0,1
647,1,28,8,0.0,2,1,1,91055.27,0,1,0,0
593,0,38,5,85626.6,1,1,1,125079.65,0,0,1,0
850,1,46,9,117640.39,1,1,0,88920.68,0,1,0,0
534,1,62,2,0.0,2,0,0,42763.12,1,1,0,0
660,1,31,1,84560.04,1,1,1,137784.25,0,0,0,1
731,1,41,3,0.0,2,1,0,101371.72,0,0,0,1
750,0,37,1,133199.71,2,1,1,27366.77,0,0,1,0
629,0,40,9,137409.19,1,1,0,175877.7,1,1,0,0
561,1,37,1,100443.36,2,0,1,101693.73,0,1,0,0
795,0,33,9,130862.43,1,1,1,114935.21,0,0,1,0
679,1,48,8,0.0,2,1,0,23344.94,0,1,0,0
805,0,26,8,42712.87,2,1,1,28861.69,0,0,1,0
644,1,49,10,0.0,2,1,1,145089.64,0,0,0,1
623,1,46,4,0.0,1,1,0,5549.11,1,0,0,1
773,1,25,2,135903.33,1,1,0,73656.38,0,1,0,0
633,0,29,0,138577.34,1,1,0,193362.99,0,0,1,0
583,0,40,4,55776.39,2,1,0,26920.43,0,1,0,0
678,1,26,3,0.0,2,1,0,4989.33,0,1,0,0
608,0,63,3,139529.93,2,1,1,175696.16,1,0,0,1
720,0,43,10,110822.9,1,0,0,72861.94,0,0,1,0
590,1,40,8,0.0,2,1,0,62933.03,0,1,0,0
560,1,57,0,0.0,2,0,1,116781.71,0,1,0,0
606,1,48,4,132403.56,1,0,0,36091.91,1,0,1,0
745,1,36,8,145071.24,1,0,0,6078.46,0,0,1,0
706,1,32,6,94486.47,1,1,1,146949.74,0,1,0,0
683,0,24,8,98567.1,1,1,0,187987.01,0,0,0,1
669,1,46,3,0.0,2,0,1,8487.75,0,1,0,0
542,0,26,2,0.0,2,1,1,54869.54,0,0,0,1
489,0,51,3,0.0,2,0,1,174098.28,1,1,0,0
743,1,32,9,0.0,2,1,0,175252.78,0,1,0,0
435,1,44,3,151739.65,1,1,0,167461.5,0,0,1,0
725,1,19,0,75888.2,1,0,0,45613.75,0,0,1,0
648,0,19,1,0.0,2,0,1,22101.86,0,1,0,0
745,1,45,10,117231.63,3,1,1,122381.02,1,0,1,0
545,1,37,9,110483.86,1,1,1,127394.67,0,0,1,0
477,0,30,6,131286.46,1,1,0,194144.45,0,1,0,0
631,0,31,8,137687.72,1,1,0,190067.12,0,1,0,0
761,1,31,7,0.0,3,1,1,166698.18,0,1,0,0
529,1,72,5,94216.05,1,1,1,78695.68,0,0,1,0
632,1,42,4,126115.6,1,1,0,100998.5,0,1,0,0
745,0,32,2,0.0,4,0,1,179705.13,1,1,0,0
631,1,51,8,100654.8,1,1,0,171587.9,0,1,0,0
698,1,47,5,156265.31,2,0,0,1055.66,0,1,0,0
689,1,26,4,120727.97,1,0,1,149073.88,0,0,1,0
581,0,43,4,170172.9,1,0,1,100236.02,0,0,0,1
605,1,39,3,0.0,2,1,0,199390.45,0,1,0,0
811,0,45,5,0.0,2,1,1,146123.19,0,1,0,0
674,0,32,7,85757.93,1,1,1,95481.0,0,1,0,0
386,0,53,1,131955.07,1,1,1,62514.65,1,0,0,1
631,0,33,4,123246.7,1,0,0,112687.57,0,0,1,0
597,0,60,0,131778.08,1,0,0,10703.53,1,1,0,0
682,0,47,10,134032.01,1,1,0,144290.97,0,0,0,1
684,1,29,8,127269.75,1,0,1,79495.01,0,0,1,0
735,1,39,1,60374.98,1,1,0,40223.74,0,0,0,1
601,0,43,2,0.0,1,1,0,49713.87,1,1,0,0
646,0,52,6,111739.4,2,0,1,68367.18,0,0,1,0
659,0,56,9,123785.24,1,1,0,99504.03,1,1,0,0
763,0,38,0,152582.2,2,0,0,31892.82,0,1,0,0
605,0,34,2,0.0,1,0,0,35982.42,0,1,0,0
756,0,39,5,149363.12,2,1,1,109098.39,0,0,1,0
776,0,31,2,0.0,2,1,1,112349.51,0,1,0,0
630,1,50,8,0.0,2,0,1,79377.45,0,1,0,0
715,0,32,10,0.0,2,1,0,60907.49,0,1,0,0
731,1,70,3,0.0,2,1,1,141180.66,0,0,0,1
729,1,44,6,0.0,2,1,0,151733.43,0,1,0,0
602,1,38,2,71667.97,2,0,0,137111.89,0,0,1,0
518,0,27,1,133801.49,1,1,1,143315.57,0,1,0,0
781,1,35,4,80790.74,1,1,0,116429.51,0,0,0,1
735,1,44,9,120681.63,1,1,0,74836.34,0,1,0,0
680,0,47,5,0.0,2,1,1,179843.33,0,1,0,0
668,0,24,7,173962.32,1,0,0,106457.11,1,0,0,1
659,0,50,3,0.0,1,1,0,183399.12,1,1,0,0
681,0,79,0,0.0,2,0,1,170968.99,0,1,0,0
553,0,31,4,0.0,2,1,1,89087.4,0,1,0,0
749,1,40,1,139290.41,1,1,0,182855.42,1,1,0,0
576,1,30,7,132174.41,2,0,0,93767.03,0,0,1,0
836,0,41,7,150302.84,1,1,1,156036.19,0,0,0,1
660,0,31,6,172325.67,1,0,1,45438.38,0,1,0,0
625,0,49,2,80816.45,1,1,1,20018.79,0,0,0,1
768,0,40,8,0.0,2,0,1,69080.46,0,1,0,0
557,1,34,3,83074.0,1,1,0,132673.22,0,1,0,0
606,1,27,2,130274.26,2,1,0,147533.09,0,0,1,0
650,1,42,4,194532.66,1,1,0,171045.31,1,0,0,1
521,1,43,8,0.0,1,1,1,93180.09,0,1,0,0
645,1,49,8,0.0,2,1,0,162012.6,0,0,0,1
776,1,30,6,0.0,2,0,1,63908.86,0,0,0,1
678,1,28,5,138668.18,1,1,1,54144.01,0,0,0,1
676,0,49,1,0.0,1,1,0,79342.31,1,1,0,0
837,1,37,6,94001.61,2,1,0,140723.05,0,0,1,0
498,1,33,1,198113.86,1,1,0,69664.35,0,1,0,0
715,1,42,6,0.0,2,1,1,128745.69,0,0,0,1
601,0,34,5,0.0,2,1,0,27022.57,0,1,0,0
755,1,29,9,117035.89,1,1,1,21862.19,0,1,0,0
675,1,31,2,90826.27,2,1,0,60270.87,0,0,0,1
665,1,36,1,0.0,2,0,1,121505.61,0,1,0,0
591,1,33,9,131765.72,1,1,0,118782.06,0,1,0,0
601,1,24,7,0.0,2,0,0,144660.42,0,0,0,1
694,1,30,2,0.0,3,0,1,15039.41,0,1,0,0
718,1,26,7,147527.03,1,0,0,51099.56,0,0,1,0
758,1,40,3,0.0,2,0,0,96097.65,0,0,0,1
535,0,30,5,122924.75,1,0,0,62390.59,1,0,0,1
774,1,36,7,103688.19,1,0,1,118971.74,0,1,0,0
590,0,27,8,123599.49,2,1,0,1676.92,0,0,1,0
737,1,44,7,0.0,2,0,0,57898.58,0,1,0,0
599,1,30,9,105443.68,1,1,1,121124.53,0,1,0,0
668,1,34,5,80242.37,2,0,0,56780.97,0,0,1,0
805,1,26,2,0.0,2,1,1,25042.1,0,0,0,1
564,1,40,4,0.0,1,1,0,85455.62,1,1,0,0
681,1,36,5,141952.07,1,1,1,185144.08,0,1,0,0
740,0,36,4,109044.6,1,0,0,94554.74,1,0,1,0
762,0,26,7,123709.46,2,1,1,169654.57,0,0,0,1
696,0,35,4,174902.26,1,1,0,69079.85,0,0,1,0
593,1,32,6,99162.29,1,1,0,128384.11,0,1,0,0
729,0,45,7,91091.06,2,1,0,71133.12,0,0,0,1
756,1,36,2,136815.64,1,1,1,170041.95,0,0,1,0
803,1,43,3,0.0,1,1,0,72051.44,0,0,0,1
683,1,43,2,112499.42,2,1,0,30375.18,0,1,0,0
510,1,63,8,0.0,2,1,1,115291.86,0,1,0,0
650,1,26,4,214346.96,2,1,0,128815.33,0,0,1,0
762,0,51,3,99286.98,1,0,1,85578.63,0,1,0,0
636,1,35,9,95478.17,1,0,0,169286.74,0,1,0,0
659,1,32,3,107594.11,2,1,1,102416.84,0,0,0,1
549,0,37,1,130622.34,2,1,1,128499.94,0,0,1,0
474,1,26,6,0.0,2,0,0,152491.22,0,1,0,0
491,0,61,8,0.0,2,0,1,139861.53,0,0,0,1
517,1,56,9,142147.32,1,0,0,39488.04,1,1,0,0
581,1,41,8,0.0,2,0,0,29737.14,0,1,0,0
719,0,42,4,0.0,1,1,0,28465.86,1,1,0,0
607,0,27,2,0.0,2,1,0,63495.86,0,1,0,0
780,1,71,9,142550.25,2,1,1,122506.78,0,0,1,0
570,0,58,8,0.0,1,0,1,116503.92,1,1,0,0
774,0,36,8,117152.3,1,0,0,101828.39,0,0,0,1
598,1,47,2,0.0,2,1,1,186116.54,0,1,0,0
422,0,33,2,0.0,2,1,0,102655.31,0,1,0,0
546,1,25,7,127728.24,2,1,1,105279.74,0,0,0,1
470,1,35,1,96473.59,1,0,0,5962.3,0,1,0,0
672,1,43,5,0.0,2,1,1,64515.5,0,0,0,1
666,0,33,2,147229.65,1,1,1,56410.17,0,1,0,0
555,0,44,3,105770.7,3,1,0,60533.96,1,1,0,0
536,1,46,1,65733.41,1,1,0,61094.53,0,1,0,0
662,1,38,4,0.0,2,1,0,136259.65,0,0,0,1
645,1,45,6,155417.61,1,0,1,3449.22,0,1,0,0
591,0,35,2,90194.34,2,1,0,57064.57,0,0,1,0
607,1,31,8,0.0,2,1,1,43196.5,0,1,0,0
516,1,35,10,57369.61,1,1,1,101699.77,0,1,0,0
623,0,39,1,160903.2,1,0,0,78774.36,0,1,0,0
455,0,37,6,170057.62,1,0,1,54398.56,0,0,1,0
651,1,35,8,110067.71,1,1,0,127678.95,1,0,1,0
537,0,38,10,0.0,1,0,0,52337.97,1,1,0,0
573,1,44,8,0.0,2,0,0,62424.46,0,0,0,1
666,0,21,1,121827.43,2,1,1,99818.31,0,0,1,0
601,1,50,2,115625.07,1,1,0,185855.21,0,1,0,0
744,1,35,7,0.0,2,1,1,43036.6,0,0,0,1
669,0,41,0,150219.41,2,0,0,107839.03,0,1,0,0
648,0,54,7,118241.02,1,1,0,172586.89,1,0,0,1
637,0,39,9,137843.8,1,1,1,117622.8,1,0,1,0
479,1,47,1,0.0,1,1,0,95270.83,0,1,0,0
600,1,37,1,142663.46,1,0,1,88669.89,0,1,0,0
404,0,54,4,125456.07,1,1,0,83715.66,1,0,1,0
716,0,23,2,94464.81,2,0,1,185900.88,0,1,0,0
771,1,18,1,0.0,2,0,0,41542.95,0,0,0,1
544,1,44,1,0.0,2,0,0,69244.24,0,1,0,0
660,1,63,8,137841.53,1,1,1,42790.29,0,1,0,0
689,0,55,1,76296.81,1,1,0,42364.75,1,0,1,0
615,1,64,0,81564.1,2,0,1,35896.09,0,1,0,0
732,1,42,9,108748.08,2,1,1,65323.11,0,0,1,0
662,0,35,6,0.0,2,0,0,2423.9,1,0,0,1
667,0,39,4,83765.35,2,1,0,118358.54,0,0,1,0
743,1,43,5,0.0,2,0,0,113079.19,1,1,0,0
587,0,37,6,104414.03,1,1,0,192026.02,0,0,1,0
666,1,43,7,137780.74,2,1,1,119100.05,1,1,0,0
739,1,19,5,89750.21,1,1,0,193008.52,0,0,0,1
668,1,43,1,147167.25,1,0,0,141679.73,0,0,0,1
531,0,31,7,117052.82,1,1,0,118508.09,1,0,1,0
544,1,44,2,108895.93,1,0,0,69228.2,1,0,1,0
791,1,36,6,111168.97,1,1,1,189969.91,0,1,0,0
760,1,37,7,0.0,1,0,0,32863.24,1,1,0,0
655,0,30,1,83173.98,2,1,1,184259.6,0,0,1,0
748,0,20,7,0.0,2,0,0,10792.42,0,1,0,0
666,0,31,2,79589.43,1,0,0,4050.57,0,1,0,0
592,0,34,9,0.0,2,1,1,20460.2,0,1,0,0
693,1,21,1,0.0,2,1,1,3494.02,0,1,0,0
485,0,30,7,0.0,1,1,0,107067.37,0,0,0,1
733,0,32,5,0.0,2,1,0,131625.14,0,0,0,1
727,0,41,10,0.0,2,0,1,47468.56,0,0,0,1
542,1,43,6,113567.94,1,1,0,89543.25,0,0,0,1
696,1,33,2,163139.27,1,1,1,7035.36,0,1,0,0
779,1,32,10,80728.15,1,1,0,86306.75,0,1,0,0
640,0,32,6,118879.35,2,1,1,19131.71,0,0,0,1
671,1,45,6,99564.22,1,1,1,108872.45,1,0,1,0
656,0,41,6,101179.23,2,1,1,35230.61,0,0,0,1
549,0,34,4,0.0,2,0,0,139463.57,0,1,0,0
688,0,54,9,0.0,1,1,0,191212.63,1,1,0,0
764,0,39,9,138341.51,1,1,0,50072.94,1,0,1,0
668,0,53,10,110240.04,1,0,0,183980.56,1,1,0,0
586,1,58,7,151933.63,1,1,0,162960.05,1,1,0,0
716,1,39,1,70657.61,2,1,1,76476.05,0,1,0,0
652,0,47,0,126597.89,2,1,1,38798.79,1,0,1,0
604,1,41,3,0.0,1,0,0,11819.84,0,0,0,1
628,0,36,3,91286.51,1,1,0,63085.94,0,0,1,0
559,1,25,5,0.0,2,1,1,163221.22,0,0,0,1
814,1,31,1,118870.92,1,1,0,101704.19,0,1,0,0
652,1,45,2,151421.44,1,0,1,115333.43,0,0,1,0
669,1,39,3,119452.03,1,1,1,171575.54,0,1,0,0
744,1,31,9,120718.28,1,1,1,58961.49,0,1,0,0
751,0,48,9,0.0,1,1,0,137508.42,1,1,0,0
431,1,37,0,120764.08,1,1,1,117023.08,0,1,0,0
751,1,43,1,114974.24,1,1,0,125920.54,0,1,0,0
687,0,47,1,91219.29,1,0,0,158845.49,1,0,1,0
708,0,59,2,0.0,1,1,0,179673.11,1,1,0,0
686,0,27,1,115095.88,2,0,0,78622.46,0,0,1,0
543,0,71,1,104308.77,1,1,1,25650.04,0,1,0,0
560,0,44,5,143244.97,1,1,0,98661.27,0,1,0,0
705,1,38,1,189443.72,1,0,1,106648.58,0,1,0,0
473,0,25,6,110666.42,2,0,0,46758.42,0,1,0,0
554,1,24,10,0.0,1,0,0,92180.62,0,1,0,0
628,0,28,3,153538.13,2,1,0,110776.01,0,0,1,0
677,0,36,10,68806.84,1,1,0,33075.24,0,0,1,0
699,1,34,2,117468.67,1,1,0,185227.42,0,1,0,0
704,1,33,3,0.0,2,1,0,73018.74,0,0,0,1
569,0,51,3,0.0,3,1,0,75084.96,1,0,0,1
620,1,21,9,0.0,2,0,0,154882.79,0,0,0,1
690,1,44,9,100368.63,2,0,0,35342.33,0,0,1,0
531,1,29,3,114590.58,1,0,0,75585.48,0,1,0,0
549,0,45,3,143734.01,2,1,1,96404.38,0,0,1,0
553,1,43,6,85200.82,2,1,1,160574.09,0,0,1,0
676,0,41,4,101457.14,1,1,1,79101.67,0,1,0,0
712,0,30,6,0.0,2,1,0,152417.97,0,0,0,1
598,1,39,1,0.0,2,1,0,159130.32,0,0,0,1
766,0,34,6,106434.94,1,0,1,137995.66,1,0,1,0
790,0,31,9,0.0,2,1,0,84126.75,0,1,0,0
683,1,30,4,66190.33,1,1,1,115186.97,0,1,0,0
654,1,34,5,0.0,2,1,0,159311.46,0,0,0,1
683,1,41,6,95696.52,2,1,1,184366.14,0,1,0,0
445,1,64,2,136770.67,1,0,1,43678.06,0,1,0,0
828,1,34,8,129433.34,2,0,0,38131.77,0,1,0,0
590,1,30,3,0.0,2,1,0,83090.35,0,0,0,1
779,1,27,1,0.0,2,1,1,190623.02,0,1,0,0
823,1,34,3,105057.33,1,1,0,9217.92,0,1,0,0
711,0,53,5,123805.03,1,1,0,102428.51,0,0,1,0
694,1,33,4,124067.32,1,1,1,77906.87,0,0,1,0
507,1,41,3,58820.32,2,1,1,138536.09,0,1,0,0
605,0,62,4,111065.93,2,0,1,125660.99,0,1,0,0
579,0,33,1,65667.79,2,0,0,164608.98,0,1,0,0
515,1,48,5,129387.94,1,0,1,147955.91,1,1,0,0
651,1,56,2,0.0,1,1,0,114522.68,1,1,0,0
647,1,32,9,80958.36,1,1,1,128590.73,0,0,0,1
663,0,53,6,150200.23,1,0,1,151317.27,1,0,0,1
578,1,45,1,148600.91,1,1,0,143397.14,1,1,0,0
685,1,58,1,104796.54,1,1,1,154181.41,0,1,0,0
603,0,42,8,91611.12,1,0,0,144675.3,1,0,0,1
472,0,37,1,0.0,2,1,1,48357.9,0,1,0,0
774,1,76,4,112510.89,1,1,1,143133.18,0,1,0,0
709,0,32,2,0.0,2,0,0,109681.29,0,1,0,0
580,1,50,0,125647.36,1,1,0,57541.08,1,1,0,0
693,0,28,8,0.0,2,1,1,158545.25,0,1,0,0
640,1,45,8,120591.19,1,0,0,195123.94,0,0,1,0
501,1,24,4,130806.42,2,1,0,80241.14,0,0,1,0
572,0,26,5,0.0,2,1,0,119381.41,0,0,0,1
832,0,40,9,107648.94,2,1,1,134638.97,0,0,1,0
502,0,57,3,101465.31,1,1,0,43568.31,1,0,1,0
741,1,38,9,0.0,2,1,0,14379.01,0,1,0,0
653,1,38,8,119315.75,1,1,0,150468.35,0,1,0,0
497,1,41,5,80542.81,1,0,0,88729.22,1,0,1,0
759,1,31,8,0.0,2,1,1,99086.74,0,0,0,1
630,1,26,7,0.0,2,1,1,6656.64,0,0,0,1
549,1,50,9,94748.76,2,0,1,13608.18,0,1,0,0
523,1,22,8,123374.46,1,1,1,124906.59,0,1,0,0
620,1,61,5,0.0,1,0,0,31641.52,1,1,0,0
838,1,31,2,0.0,2,1,0,8222.96,0,1,0,0
610,1,33,4,111582.11,1,0,0,113943.17,0,1,0,0
633,1,50,7,88302.65,1,1,1,195937.16,0,0,1,0
679,1,36,6,147733.64,1,0,1,172501.38,0,1,0,0
674,0,28,3,0.0,1,1,0,51536.99,0,1,0,0
747,1,29,7,117726.33,1,1,1,175398.34,0,0,1,0
686,1,41,7,102749.72,1,0,1,194913.86,0,0,0,1
688,0,35,6,0.0,1,1,0,25488.43,1,0,0,1
673,0,29,4,99097.36,1,1,1,9796.69,0,0,1,0
594,1,50,7,81310.34,1,1,1,183868.01,0,1,0,0
751,0,34,8,127095.14,2,0,0,479.54,0,0,0,1
581,1,28,3,104367.5,1,1,1,29937.75,0,1,0,0
709,1,44,9,128601.98,1,1,0,117031.2,0,1,0,0
763,0,32,10,95153.77,1,0,1,81310.1,0,0,0,1
757,1,32,9,0.0,2,1,0,115950.96,0,1,0,0
544,1,30,8,145241.63,1,1,1,80676.83,0,0,0,1
524,1,28,1,93577.3,1,1,1,51670.82,0,1,0,0
733,1,42,9,150507.21,1,0,1,169964.12,0,1,0,0
595,0,53,7,0.0,2,1,0,41371.68,1,1,0,0
622,1,32,5,179305.09,1,1,1,149043.78,0,1,0,0
727,0,26,9,121508.28,1,1,1,146785.44,0,1,0,0
644,1,48,8,0.0,2,0,1,44965.54,1,1,0,0
668,0,59,5,120170.07,1,0,1,50454.8,0,0,1,0
578,0,35,2,0.0,2,0,1,26389.92,0,1,0,0
585,1,40,7,0.0,2,0,0,146156.98,0,1,0,0
750,0,36,6,0.0,2,1,1,59816.41,0,0,0,1
700,1,38,8,134811.3,1,1,0,1299.75,0,1,0,0
711,1,26,9,128793.63,1,1,0,19262.05,0,0,1,0
649,1,78,4,68345.86,2,1,1,142566.75,0,0,1,0
699,1,35,2,167455.66,2,1,1,55324.49,0,0,0,1
586,1,32,1,149814.54,1,1,0,31830.06,0,0,1,0
575,1,27,3,139301.68,1,1,0,99843.98,0,1,0,0
745,1,21,4,137910.45,1,1,1,177235.23,0,1,0,0
762,0,35,3,119349.69,3,1,1,47114.18,1,0,0,1
705,1,36,1,111629.29,1,1,1,21807.16,0,0,0,1
601,1,39,3,72647.64,1,1,0,41777.9,1,1,0,0
757,1,29,8,130306.49,1,1,0,77469.38,0,1,0,0
632,1,23,3,122478.51,1,1,0,147230.77,1,0,1,0
757,0,34,1,129398.01,2,0,0,44965.44,0,0,1,0
762,0,69,9,183744.98,1,1,1,196993.69,0,0,0,1
506,1,34,7,0.0,2,0,0,115842.1,0,1,0,0
588,0,35,1,103060.63,1,1,0,179866.01,1,0,1,0
557,0,24,4,0.0,1,0,0,20515.72,0,1,0,0
430,1,38,9,0.0,2,1,1,12050.77,0,1,0,0
692,0,29,4,0.0,2,0,0,138880.24,0,0,0,1
779,0,26,0,0.0,2,0,1,111906.0,0,1,0,0
796,1,32,5,102773.15,2,0,1,117832.88,0,0,0,1
699,1,64,9,113109.52,1,1,0,27980.8,1,1,0,0
590,0,44,3,139432.37,1,1,0,62222.81,0,0,0,1
477,1,34,8,139959.55,2,1,1,189875.83,0,0,1,0
637,0,34,9,0.0,2,0,0,26057.08,0,0,0,1
697,0,48,2,108128.96,2,1,1,103944.37,0,0,1,0
656,0,27,3,150905.03,2,1,0,16998.72,0,0,1,0
631,1,27,10,134169.62,1,1,1,176730.02,0,0,0,1
684,1,34,9,100628.0,2,1,1,190263.78,0,0,0,1
850,0,38,1,106871.81,2,1,0,29333.01,0,1,0,0
602,1,37,3,107592.89,2,0,1,153122.73,0,0,0,1
682,0,64,9,0.0,2,1,1,103318.44,0,0,0,1
833,1,47,2,0.0,2,1,1,182247.77,0,1,0,0
606,0,53,1,109330.06,1,1,1,75860.01,0,0,0,1
505,0,37,10,122453.97,2,1,1,52693.99,0,0,1,0
655,1,24,9,107065.31,1,1,1,51959.82,0,1,0,0
497,1,27,7,149400.27,1,0,0,167522.19,0,0,0,1
753,0,31,6,106596.29,1,0,0,91305.77,0,1,0,0
711,1,58,9,91285.13,2,1,1,26767.85,0,1,0,0
621,0,59,2,0.0,2,1,1,171364.18,0,0,0,1
553,1,41,9,110112.54,2,0,0,81898.81,0,0,1,0
729,0,32,9,0.0,2,0,0,150803.44,0,1,0,0
646,1,39,0,154439.86,1,1,0,171519.06,0,0,1,0
655,1,41,8,125561.97,1,0,0,164040.94,1,0,1,0
746,0,25,3,104833.79,1,0,0,71911.3,0,0,0,1
604,1,28,7,0.0,2,0,0,58595.64,0,1,0,0
707,1,37,1,0.0,2,0,1,6035.51,0,1,0,0
743,1,42,7,77002.2,2,1,1,80428.42,0,1,0,0
771,0,38,5,137657.71,2,1,0,72985.61,0,0,1,0
580,1,37,9,0.0,2,0,1,77108.66,0,1,0,0
835,1,25,7,0.0,2,1,1,83449.65,0,1,0,0
684,0,46,3,102955.14,2,1,0,154137.33,0,0,1,0
614,0,31,7,120599.38,2,1,1,46163.44,0,0,1,0
592,1,36,1,126477.42,1,0,0,179718.17,0,1,0,0
850,1,34,6,0.0,1,0,1,52796.31,0,1,0,0
807,1,42,7,118274.71,1,1,1,25885.72,0,1,0,0
758,0,61,8,125397.21,1,1,0,182184.09,1,0,1,0
707,0,48,7,105086.74,1,1,1,180344.69,1,0,1,0
714,0,36,1,101609.01,2,1,1,447.73,0,0,1,0
709,0,32,7,0.0,2,1,1,199418.02,0,1,0,0
517,0,29,5,0.0,2,1,0,103402.88,0,0,0,1
597,0,29,1,132144.35,1,1,0,158086.33,0,1,0,0
651,0,56,4,0.0,1,0,0,84383.22,1,1,0,0
636,0,45,7,139859.23,1,1,1,108402.54,0,1,0,0
523,0,24,5,172231.93,1,0,1,155144.12,0,0,0,1
758,0,43,10,0.0,2,1,1,55313.44,0,0,0,1
710,0,75,5,0.0,2,1,1,9376.89,0,0,0,1
537,0,47,4,124192.28,2,1,1,50881.51,0,0,1,0
476,1,40,6,0.0,1,1,1,22735.45,0,1,0,0
599,1,27,5,0.0,2,1,0,30546.4,0,1,0,0
801,1,42,4,141947.67,1,1,1,10598.29,0,0,0,1
615,1,41,4,130385.82,1,0,1,130661.95,0,1,0,0
635,0,35,7,0.0,2,1,1,65951.65,0,0,0,1
579,1,31,6,139729.54,1,0,1,135815.38,0,0,1,0
659,1,27,4,0.0,2,1,0,99341.87,0,0,0,1
603,1,32,7,0.0,1,1,0,198055.94,1,1,0,0
687,1,35,8,0.0,2,1,0,10334.05,0,1,0,0
815,0,38,2,48387.0,1,1,0,184796.84,0,0,0,1
807,0,34,1,0.0,1,0,0,114448.13,0,1,0,0
606,1,34,5,0.0,1,1,0,161971.42,0,1,0,0
459,1,48,4,133994.52,1,1,1,19287.06,1,0,1,0
723,0,20,4,0.0,2,1,1,140385.33,0,1,0,0
516,1,37,8,0.0,1,1,0,101834.58,0,1,0,0
726,0,56,2,105473.74,1,1,1,46044.7,0,0,0,1
415,1,46,9,134950.19,3,0,0,178587.36,1,1,0,0
626,1,26,8,0.0,2,0,0,191420.71,0,0,0,1
724,1,31,5,0.0,1,1,0,134889.95,1,1,0,0
790,1,46,2,131365.37,2,1,1,180290.68,0,0,0,1
658,0,32,9,0.0,2,1,0,156774.75,0,1,0,0
691,0,41,8,109153.96,3,1,1,148848.76,1,0,1,0
609,0,43,6,86053.52,2,1,1,113276.46,1,0,0,1
654,1,42,7,99263.09,1,1,1,67607.9,0,1,0,0
756,1,44,10,137452.09,1,1,0,189543.9,0,0,1,0
616,0,57,7,116936.81,1,1,1,104379.36,0,0,1,0
546,1,29,5,0.0,1,1,1,94823.95,0,1,0,0
465,1,53,1,117438.17,1,0,0,74898.8,1,0,1,0
510,1,65,2,0.0,2,1,1,48071.61,0,1,0,0
752,1,49,2,78653.84,1,1,0,7698.6,0,1,0,0
706,1,29,2,0.0,2,1,1,18255.51,0,0,0,1
773,0,41,5,0.0,1,1,0,28266.9,1,0,0,1
581,0,29,8,0.0,2,1,0,46735.19,0,0,0,1
631,1,32,10,0.0,2,0,1,196342.66,0,1,0,0
524,1,44,10,118569.03,2,0,0,82117.2,0,1,0,0
742,1,39,8,140004.96,1,1,1,92985.78,0,1,0,0
